date,market
9/28/2021,2349.89
9/29/2021,2316.18
9/30/2021,2464.25
10/1/2021,2703.17
10/2/2021,2703.17
10/3/2021,2703.17
10/4/2021,2780.73
10/5/2021,2879.63
10/6/2021,3019.41
10/7/2021,2995.52
10/8/2021,3006.81
10/9/2021,3006.81
10/10/2021,3006.81
10/11/2021,3014.27
10/12/2021,2935.37
10/13/2021,3026.4
10/14/2021,3128.39
10/15/2021,3261.51
10/16/2021,3261.51
10/17/2021,3261.51
10/18/2021,3206.62
10/19/2021,3293.5
10/20/2021,3487.64
10/21/2021,3374.55
10/22/2021,3298.39
10/23/2021,3298.39
10/24/2021,3298.39
10/25/2021,3409.62
10/26/2021,3399.9
10/27/2021,3221.82
10/28/2021,3396.3
10/29/2021,3453.55
10/30/2021,3453.55
10/31/2021,3453.55
11/1/2021,3412.33
11/2/2021,3534.84
11/3/2021,3572.95
11/4/2021,3464.59
11/5/2021,3457.85
11/6/2021,3457.85
11/7/2021,3457.85
11/8/2021,3727.58
11/9/2021,3870.42
11/10/2021,3785
11/11/2021,3770.77
11/12/2021,3715.11
11/13/2021,3715.11
11/14/2021,3715.11
11/15/2021,3681.61
11/16/2021,3415.86
11/17/2021,3405.31
11/18/2021,3255.05
11/19/2021,3327.07
11/20/2021,3327.07
11/21/2021,3327.07
11/22/2021,3192.72
11/23/2021,3355.16
11/24/2021,3319.29
11/25/2021,3319.29
11/26/2021,3171.64
11/27/2021,3171.64
11/28/2021,3171.64
11/29/2021,3366.04
11/30/2021,3439.03
12/1/2021,3380.37
12/2/2021,3373.08
12/3/2021,3163.98
12/4/2021,3163.98
12/5/2021,3163.98
12/6/2021,2948.6
12/7/2021,3026.9
12/8/2021,3087.48
12/9/2021,2888.53
12/10/2021,2876.8
12/11/2021,2876.8
12/12/2021,2876.8
12/13/2021,2711.22
12/14/2021,2795.86
12/15/2021,2901.59
12/16/2021,2859.5
12/17/2021,2741.52
12/18/2021,2741.52
12/19/2021,2741.52
12/20/2021,2812.96
12/21/2021,2868.67
12/22/2021,2881.75
12/23/2021,2978.63
12/24/2021,2978.63
12/25/2021,2978.63
12/26/2021,2978.63
12/27/2021,2983.51
12/28/2021,2778.04
12/29/2021,2733.27
12/30/2021,2725.34
12/31/2021,2663.4
1/1/2022,2663.4
1/2/2022,2663.4
1/3/2022,2693.63
1/4/2022,2734.52
1/5/2022,2601.66
1/6/2022,2508.71
1/7/2022,2408.68
1/8/2022,2407.68
1/9/2022,2406.68
1/10/2022,2336.85
1/11/2022,2418.56
1/12/2022,2514.27
1/13/2022,2441.41
1/14/2022,2485.44
1/15/2022,2486.44
1/16/2022,2487.44
1/17/2022,2488.44
1/18/2022,2387.84
1/19/2022,2371.73
1/20/2022,2419.07
1/21/2022,2135.29
1/22/2022,2136.29
1/23/2022,2137.29
1/24/2022,1965.59
1/25/2022,1946.39
1/26/2022,1988.36
1/27/2022,1880.99
1/28/2022,2004.53
1/29/2022,2005.53
1/30/2022,2006.53
1/31/2022,2065.66
2/1/2022,2122.83
2/2/2022,2062.1
2/3/2022,1974.44
2/4/2022,2216.28
2/5/2022,2217.28
2/6/2022,2218.28
2/7/2022,2399.32
2/8/2022,2373.81
2/9/2022,2447.68
2/10/2022,2359.4
2/11/2022,2223.37
2/12/2022,2224.37
2/13/2022,2225.37
2/14/2022,2189.74
2/15/2022,2331.16
2/16/2022,2351.32
2/17/2022,2168.94
2/18/2022,2102.68
2/19/2022,2103.68
2/20/2022,2104.68
2/21/2022,2105.68
2/22/2022,1955.53
2/23/2022,1971.42
2/24/2022,1980.98
2/25/2022,2026.52
2/26/2022,2027.52
2/27/2022,2028.52
2/28/2022,2148.11
3/1/2022,2245.44
3/2/2022,2227.35
3/3/2022,2129.04
3/4/2022,2003.13
3/5/2022,2004.13
3/6/2022,2005.13
3/7/2022,1887.03
3/8/2022,1938.96
3/9/2022,2062.84
3/10/2022,1981.9
3/11/2022,1926.8
3/12/2022,1927.8
3/13/2022,1928.8
3/14/2022,1920.64
3/15/2022,1996.14
3/16/2022,2054.04
3/17/2022,2095.18
3/18/2022,2164.32
3/19/2022,2165.32
3/20/2022,2166.32
3/21/2022,2140.97
3/22/2022,2209.27
3/23/2022,2215.52
3/24/2022,2331.8
3/25/2022,2312.95
3/26/2022,2313.95
3/27/2022,2314.95
3/28/2022,2532.72
3/29/2022,2524.53
3/30/2022,2513.91
3/31/2022,2447.29
4/1/2022,2540.84
4/2/2022,2541.84
4/3/2022,2542.84
4/4/2022,2526.28
4/5/2022,2518.2
4/6/2022,2350.43
4/7/2022,2340.23
4/8/2022,2314.62
4/9/2022,2315.62
4/10/2022,2316.62
4/11/2022,2132.56
4/12/2022,2110.44
4/13/2022,2198.74
4/14/2022,2127.08
4/15/2022,2128.08
4/16/2022,2129.08
4/17/2022,2130.08
4/18/2022,2149.21
4/19/2022,2214.93
4/20/2022,2193.18
4/21/2022,2178.84
4/22/2022,2109.98
4/23/2022,2110.98
4/24/2022,2111.98
4/25/2022,2123.17
4/26/2022,2011.38
4/27/2022,2026.93
4/28/2022,2077.03
4/29/2022,1968.67
4/30/2022,1969.67
5/1/2022,1970.67
5/2/2022,1958.31
5/3/2022,1916.41
5/4/2022,2057.63
5/5/2022,1878.82
5/6/2022,1861.08
5/7/2022,1862.08
5/8/2022,1863.08
5/9/2022,1547.11
5/10/2022,1598.44
5/11/2022,1395.03
5/12/2022,1323.5
5/13/2022,1419.42
5/14/2022,1420.42
5/15/2022,1421.42
5/16/2022,1403.08
5/17/2022,1428.88
5/18/2022,1375.09
5/19/2022,1389.23
5/20/2022,1361.41
5/21/2022,1362.41
5/22/2022,1363.41
5/23/2022,1372.08
5/24/2022,1363.91
5/25/2022,1363.78
5/26/2022,1302.29
5/27/2022,1258.19
5/28/2022,1259.19
5/29/2022,1260.19
5/30/2022,1261.19
5/31/2022,1406.07
6/1/2022,1325.67
6/2/2022,1330.13
6/3/2022,1285.79
6/4/2022,1286.79
6/5/2022,1287.79
6/6/2022,1370.74
6/7/2022,1359.74
6/8/2022,1329.12
6/9/2022,1327.72
6/10/2022,1253.73
6/11/2022,1254.73
6/12/2022,1255.73
6/13/2022,968.84
6/14/2022,951.3
6/15/2022,956.78
6/16/2022,904.57
6/17/2022,897.67
6/18/2022,898.67
6/19/2022,899.67
6/20/2022,900.67
6/21/2022,940
6/22/2022,902.19
6/23/2022,946.26
6/24/2022,998.49
6/25/2022,999.49
6/26/2022,1000.49
6/27/2022,968.23
6/28/2022,935.35
6/29/2022,915.67
6/30/2022,851.65
7/1/2022,877.19
7/2/2022,878.19
7/3/2022,879.19
7/4/2022,880.19
7/5/2022,929.5
7/6/2022,931.4
7/7/2022,1000.28
7/8/2022,995.93
7/9/2022,996.93
7/10/2022,997.93
7/11/2022,929.82
7/12/2022,870.23
7/13/2022,886.65
7/14/2022,958.7
7/15/2022,995.06
7/16/2022,996.06
7/17/2022,997.06
7/18/2022,1080.9
7/19/2022,1164.38
7/20/2022,1154.48
7/21/2022,1153.32
7/22/2022,1117.35
7/23/2022,1118.35
7/24/2022,1119.35
7/25/2022,1082.55
7/26/2022,1011.11
7/27/2022,1140.5
7/28/2022,1219.42
7/29/2022,1224.7
7/30/2022,1225.7
7/31/2022,1226.7
8/1/2022,1171.46
8/2/2022,1173.84
8/3/2022,1192.48
8/4/2022,1145.78
8/5/2022,1189.59
8/6/2022,1190.59
8/7/2022,1191.59
8/8/2022,1260.98
8/9/2022,1202.82
8/10/2022,1261.64
8/11/2022,1297.14
8/12/2022,1309.57
8/13/2022,1310.57
8/14/2022,1311.57
8/15/2022,1292.13
8/16/2022,1285.44
8/17/2022,1248.21
8/18/2022,1254.78
8/19/2022,1138.95
8/20/2022,1139.95
8/21/2022,1140.95
8/22/2022,1083.34
8/23/2022,1126.49
8/24/2022,1141.39
8/25/2022,1143.09
8/26/2022,1069.12
8/27/2022,1070.12
8/28/2022,1071.12
8/29/2022,1047.17
8/30/2022,1048.05
8/31/2022,1065.93
9/1/2022,1053.33
9/2/2022,1056.53
9/3/2022,1057.53
9/4/2022,1058.53
9/5/2022,1059.53
9/6/2022,1036.93
9/7/2022,1045.45
9/8/2022,1077.61
9/9/2022,1149.32
9/10/2022,1150.32
9/11/2022,1151.32
9/12/2022,1182.99
9/13/2022,1086.12
9/14/2022,1077.63
9/15/2022,1047.74
9/16/2022,1021.56
9/17/2022,1022.56
9/18/2022,1023.56
9/19/2022,994.43
9/20/2022,974.65
9/21/2022,970.84
9/22/2022,984.52
9/23/2022,960.83
9/24/2022,961.83
9/25/2022,962.83
9/26/2022,984.02
9/27/2022,975.2
9/28/2022,989.33
9/29/2022,985.47
9/30/2022,989.17
10/1/2022,990.17
10/2/2022,991.17
10/3/2022,979.85
10/4/2022,1011.03
10/5/2022,1008.32
10/6/2022,1007.15
10/7/2022,983.54
10/8/2022,984.54
10/9/2022,985.54
10/10/2022,971.29
10/11/2022,947.81
10/12/2022,953.05
10/13/2022,949.08
10/14/2022,947.47
10/15/2022,948.47
10/16/2022,949.47
10/17/2022,967.45
10/18/2022,952.04
10/19/2022,951.55
10/20/2022,933.51
10/21/2022,941.27
10/22/2022,942.27
10/23/2022,943.27
10/24/2022,962.14
10/25/2022,1040.78
10/26/2022,1066.03
10/27/2022,1066.06
10/28/2022,1067.05
10/29/2022,1068.05
10/30/2022,1069.05
10/31/2022,1068.99
11/1/2022,1070.6
11/2/2022,1049.95
11/3/2022,1061.44
11/4/2022,1129.45
11/5/2022,1130.45
11/6/2022,1131.45
11/7/2022,1116.47
11/8/2022,942.45
11/9/2022,819.48
11/10/2022,925.46
11/11/2022,866.35
11/12/2022,867.35
11/13/2022,868.35
11/14/2022,832.83
11/15/2022,863.19
11/16/2022,839.98
11/17/2022,838.51
11/18/2022,837.96
11/19/2022,838.96
11/20/2022,839.96
11/21/2022,778.49
11/22/2022,800.57
11/23/2022,832.16
11/24/2022,833.16
11/25/2022,836.06
11/26/2022,837.06
11/27/2022,838.06
11/28/2022,819.27
11/29/2022,839.39
11/30/2022,877.09
12/1/2022,868.1
12/2/2022,880.31
12/3/2022,881.31
12/4/2022,882.31
12/5/2022,867.01
12/6/2022,865.95
12/7/2022,851.54
12/8/2022,874.57
12/9/2022,866.06
12/10/2022,867.06
12/11/2022,868.06
12/12/2022,858.96
12/13/2022,892.46
12/14/2022,888.04
12/15/2022,864.77
12/16/2022,829.12
12/17/2022,830.12
12/18/2022,831.12
12/19/2022,798.19
12/20/2022,816.42
12/21/2022,809.71
12/22/2022,813.14
12/23/2022,814.59
12/24/2022,815.59
12/25/2022,816.59
12/26/2022,817.59
12/27/2022,808.85
12/28/2022,797.26
12/29/2022,790.73
12/30/2022,794.08
12/31/2022,795.08
1/1/2023,796.08
1/2/2023,797.08
1/3/2023,815.43
1/4/2023,833.07
1/5/2023,836.77
1/6/2023,840.89
1/7/2023,841.89
1/8/2023,842.89
1/9/2023,882.59
1/10/2023,898.99
1/11/2023,901.08
1/12/2023,961.43
1/13/2023,972.14
1/14/2023,973.14
1/15/2023,974.14
1/16/2023,975.14
1/17/2023,1073.29
1/18/2023,1025.62
1/19/2023,1046.16
1/20/2023,1105.26
1/21/2023,1106.26
1/22/2023,1107.26
1/23/2023,1125.24
1/24/2023,1120.63
1/25/2023,1106.02
1/26/2023,1128.87
1/27/2023,1134.34
1/28/2023,1135.34
1/29/2023,1136.34
1/30/2023,1101.96
1/31/2023,1128.55
2/1/2023,1156.4
2/2/2023,1186.87
2/3/2023,1170.77
2/4/2023,1171.77
2/5/2023,1172.77
2/6/2023,1151.6
2/7/2023,1166.54
2/8/2023,1151.93
2/9/2023,1105.88
2/10/2023,1084
2/11/2023,1085
2/12/2023,1086
2/13/2023,1058.03
2/14/2023,1104.5
2/15/2023,1182.08
2/16/2023,1201.26
2/17/2023,1220.85
2/18/2023,1221.85
2/19/2023,1222.85
2/20/2023,1223.85
2/21/2023,1199.55
2/22/2023,1162.59
2/23/2023,1178.19
2/24/2023,1138.29
2/25/2023,1139.29
2/26/2023,1140.29
2/27/2023,1133.45
2/28/2023,1132.43
3/1/2023,1141.55
3/2/2023,1138.54
3/3/2023,1083.32
3/4/2023,1084.32
3/5/2023,1085.32
3/6/2023,1078.98
3/7/2023,1066.17
3/8/2023,1061.19
3/9/2023,977.18
3/10/2023,972.11
3/11/2023,973.11
3/12/2023,974.11
3/13/2023,1145.07
3/14/2023,1171.8
3/15/2023,1121.69
3/16/2023,1149.69
3/17/2023,1208.6
3/18/2023,1209.6
3/19/2023,1210.6
3/20/2023,1224.68
3/21/2023,1252.26
3/22/2023,1198.47
3/23/2023,1264.71
3/24/2023,1230.33
3/25/2023,1231.33
3/26/2023,1232.33
3/27/2023,1185.57
3/28/2023,1224.38
3/29/2023,1259.31
3/30/2023,1237.52
3/31/2023,1267.92
4/1/2023,1268.92
4/2/2023,1269.92
4/3/2023,1258.52
4/4/2023,1274.55
4/5/2023,1286.79
4/6/2023,1268.64
4/7/2023,1269.64
4/8/2023,1270.64
4/9/2023,1271.64
4/10/2023,1290.64
4/11/2023,1320.13
4/12/2023,1312.67
4/13/2023,1363.75
4/14/2023,1388.51
4/15/2023,1389.51
4/16/2023,1390.51
4/17/2023,1380.65
4/18/2023,1396.26
4/19/2023,1331.34
4/20/2023,1281.36
4/21/2023,1233.02
4/22/2023,1234.02
4/23/2023,1235.02
4/24/2023,1230.94
4/25/2023,1234.75
4/26/2023,1240.89
4/27/2023,1305.41
4/28/2023,1290.85
4/29/2023,1291.85
4/30/2023,1292.85
5/1/2023,1229.15
5/2/2023,1264.34
5/3/2023,1252.98
5/4/2023,1264.09
5/5/2023,1311.31
5/6/2023,1312.31
5/7/2023,1313.31
5/8/2023,1202.26
5/9/2023,1212.07
5/10/2023,1218.71
5/11/2023,1177.22
5/12/2023,1171.4
5/13/2023,1172.4
5/14/2023,1173.4
5/15/2023,1210.62
5/16/2023,1195.87
5/17/2023,1218.53
5/18/2023,1189.78
5/19/2023,1195.6
5/20/2023,1196.6
5/21/2023,1197.6
5/22/2023,1193.6
5/23/2023,1210.49
5/24/2023,1171.24
5/25/2023,1179.34
5/26/2023,1195.93
5/27/2023,1196.93
5/28/2023,1197.93
5/29/2023,1198.93
5/30/2023,1241.99
5/31/2023,1211.47
6/1/2023,1208.26
6/2/2023,1230.9
6/3/2023,1231.9
6/4/2023,1232.9
6/5/2023,1157.52
6/6/2023,1208.77
6/7/2023,1168.42
6/8/2023,1168.46
6/9/2023,1149
6/10/2023,1150
6/11/2023,1151
6/12/2023,1081.33
6/13/2023,1086.69
6/14/2023,1086.92
6/15/2023,1053.07
6/16/2023,1084.48
6/17/2023,1085.48
6/18/2023,1086.48
6/19/2023,1087.48
6/20/2023,1131.96
6/21/2023,1204.76
6/22/2023,1210.62
6/23/2023,1233.83
6/24/2023,1234.83
6/25/2023,1235.83
6/26/2023,1207.4
6/27/2023,1227.06
6/28/2023,1182.4
6/29/2023,1207.28
6/30/2023,1241.6
7/1/2023,1242.6
7/2/2023,1243.6
7/3/2023,1282.68
7/4/2023,1283.68
7/5/2023,1235.26
7/6/2023,1232.45
7/7/2023,1227.55
7/8/2023,1228.55
7/9/2023,1229.55
7/10/2023,1253.45
7/11/2023,1242.39
7/12/2023,1232.89
7/13/2023,1335.35
7/14/2023,1276.93
7/15/2023,1277.93
7/16/2023,1278.93
7/17/2023,1261.38
7/18/2023,1252.58
7/19/2023,1275.89
7/20/2023,1264.13
7/21/2023,1274.62
7/22/2023,1275.62
7/23/2023,1276.62
7/24/2023,1226.54
7/25/2023,1228.53
7/26/2023,1245.12
7/27/2023,1236.68
7/28/2023,1245.32
7/29/2023,1246.32
7/30/2023,1247.32
7/31/2023,1233.83
8/1/2023,1233.31
8/2/2023,1220.56
8/3/2023,1217.55
8/4/2023,1205.3
8/5/2023,1206.3
8/6/2023,1207.3
8/7/2023,1202.26
8/8/2023,1236.43
8/9/2023,1225.87
8/10/2023,1225.12
8/11/2023,1220.16
8/12/2023,1221.16
8/13/2023,1222.16
8/14/2023,1219.65
8/15/2023,1199.82
8/16/2023,1187.68
8/17/2023,1144.69
8/18/2023,1077.58
8/19/2023,1078.58
8/20/2023,1079.58
8/21/2023,1081.24
8/22/2023,1053.76
8/23/2023,1096.29
8/24/2023,1069.04
8/25/2023,1063.64
8/26/2023,1064.64
8/27/2023,1065.64
8/28/2023,1069.17
8/29/2023,1132.01
8/30/2023,1102.95
8/31/2023,1064.59
9/1/2023,1040.98
9/2/2023,1041.98
9/3/2023,1042.98
9/4/2023,1043.98
9/5/2023,1051.01
9/6/2023,1048.36
9/7/2023,1053.99
9/8/2023,1051.03
9/9/2023,1052.03
9/10/2023,1053.03
9/11/2023,994.11
9/12/2023,1033.02
9/13/2023,1036.54
9/14/2023,1058.7
9/15/2023,1051.94
9/16/2023,1052.94
9/17/2023,1053.94
9/18/2023,1071.13
9/19/2023,1080.95
9/20/2023,1066.53
9/21/2023,1049.98
9/22/2023,1048.01
9/23/2023,1049.01
9/24/2023,1050.01
9/25/2023,1047.91
9/26/2023,1044.54
9/27/2023,1047.28
9/28/2023,1082.83
9/29/2023,1083.48
9/30/2023,1084.48
10/1/2023,1085.48
10/2/2023,1114.3
10/3/2023,1095.56
10/4/2023,1097.37
10/5/2023,1088.67
10/6/2023,1109.91
10/7/2023,1110.91
10/8/2023,1111.91
10/9/2023,1070.05
10/10/2023,1059.64
10/11/2023,1047.41
10/12/2023,1034.02
10/13/2023,1040.91
10/14/2023,1041.91
10/15/2023,1042.91
10/16/2023,1090.39
10/17/2023,1078.17
10/18/2023,1072.86
10/19/2023,1085.41
10/20/2023,1117.3
10/21/2023,1118.3
10/22/2023,1119.3
10/23/2023,1203.46
10/24/2023,1257.86
10/25/2023,1286.08
10/26/2023,1270.33
10/27/2023,1260.07
10/28/2023,1261.07
10/29/2023,1262.07
10/30/2023,1298.51
10/31/2023,1301.26
11/1/2023,1333.81
11/2/2023,1334.98
11/3/2023,1325.39
11/4/2023,1326.39
11/5/2023,1327.39
11/6/2023,1385.95
11/7/2023,1405.39
11/8/2023,1409.27
11/9/2023,1448
11/10/2023,1519.62
11/11/2023,1520.62
11/12/2023,1521.62
11/13/2023,1522.95
11/14/2023,1464.33
11/15/2023,1566.59
11/16/2023,1499.43
11/17/2023,1484.03
11/18/2023,1485.03
11/19/2023,1486.03
11/20/2023,1530.57
11/21/2023,1491.67
11/22/2023,1542.41
11/23/2023,1543.41
11/24/2023,1547.74
11/25/2023,1548.74
11/26/2023,1549.74
11/27/2023,1487.88
11/28/2023,1548.78
11/29/2023,1530.31
11/30/2023,1538.72
12/1/2023,1574.67
12/2/2023,1575.67
12/3/2023,1576.67
12/4/2023,1665.96
12/5/2023,1710.04
12/6/2023,1732.26
12/7/2023,1751.03
12/8/2023,1831.89
12/9/2023,1832.89
12/10/2023,1833.89
12/11/2023,1718.65
12/12/2023,1732.72
12/13/2023,1809.74
12/14/2023,1820.59
12/15/2023,1805.19
12/16/2023,1806.19
12/17/2023,1807.19
12/18/2023,1753.61
12/19/2023,1750.3
12/20/2023,1798.6
12/21/2023,1875.97
12/22/2023,1909.35
12/23/2023,1910.35
12/24/2023,1911.35
12/25/2023,1912.35
12/26/2023,1890.48
12/27/2023,1970.13
12/28/2023,1921.96
12/29/2023,1902.3
12/30/2023,1903.3
12/31/2023,1904.3
1/1/2024,1905.3
1/2/2024,1968.2
1/3/2024,1848.7
1/4/2024,1912.08
1/5/2024,1865.45
1/6/2024,1866.45
1/7/2024,1867.45
1/8/2024,1935.81
1/9/2024,1888.85
1/10/2024,1957.67
1/11/2024,2034.6
1/12/2024,1969.86
1/13/2024,1970.86
1/14/2024,1971.86
1/15/2024,1972.86
1/16/2024,1956.93
1/17/2024,1940.25
1/18/2024,1852.89
1/19/2024,1875.54
1/20/2024,1876.54
1/21/2024,1877.54
1/22/2024,1783.4
1/23/2024,1703.33
1/24/2024,1727.14
1/25/2024,1733.58
1/26/2024,1801.55
1/27/2024,1802.55
1/28/2024,1803.55
1/29/2024,1871.15
1/30/2024,1909.05
1/31/2024,1844.49
2/1/2024,1853.01
2/2/2024,1865.34
2/3/2024,1866.34
2/4/2024,1867.34
2/5/2024,1841.57
2/6/2024,1885.15
2/7/2024,1923.72
2/8/2024,1958.23
2/9/2024,2022.1
2/10/2024,2023.1
2/11/2024,2024.1
2/12/2024,2134.32
2/13/2024,2114.73
2/14/2024,2211.86
2/15/2024,2229.15
2/16/2024,2203.97
2/17/2024,2204.97
2/18/2024,2205.97
2/19/2024,2206.97
2/20/2024,2260.47
2/21/2024,2190.52
2/22/2024,2256.78
2/23/2024,2228.46
2/24/2024,2229.46
2/25/2024,2230.46
2/26/2024,2381.24
2/27/2024,2438.24
2/28/2024,2503.8
2/29/2024,2634.49
3/1/2024,2658.04
3/2/2024,2659.04
3/3/2024,2660.04
3/4/2024,2818.11
3/5/2024,2604.23
3/6/2024,2889.39
3/7/2024,2963.51
3/8/2024,2974.81
3/9/2024,2975.81
3/10/2024,2976.81
3/11/2024,3079.3
3/12/2024,3064.4
3/13/2024,3125.42
3/14/2024,2990.9
3/15/2024,3002.53
3/16/2024,3003.53
3/17/2024,3004.53
3/18/2024,2925.98
3/19/2024,2786.18
3/20/2024,2820.87
3/21/2024,2826.73
3/22/2024,2758.48
3/23/2024,2759.48
3/24/2024,2760.48
3/25/2024,3029.77
3/26/2024,2973.53
3/27/2024,2921.51
3/28/2024,2993.11
3/29/2024,2994.11
3/30/2024,2995.11
3/31/2024,2996.11
4/1/2024,2949.15
4/2/2024,2803.71
4/3/2024,2791.8
4/4/2024,2860.92
4/5/2024,2804.99
4/6/2024,2805.99
4/7/2024,2806.99
4/8/2024,3010.87
4/9/2024,2893.01
4/10/2024,2880.86
4/11/2024,2889.21
4/12/2024,2627.84
4/13/2024,2628.84
4/14/2024,2629.84
4/15/2024,2499.63
4/16/2024,2452.51
4/17/2024,2415.92
4/18/2024,2486.52
4/19/2024,2525.76
4/20/2024,2526.76
4/21/2024,2527.76
4/22/2024,2635.77
4/23/2024,2644.98
4/24/2024,2554.82
4/25/2024,2559.47
4/26/2024,2533.86
4/27/2024,2534.86
4/28/2024,2535.86
4/29/2024,2498.34
4/30/2024,2328.78
5/1/2024,2320.45
5/2/2024,2409.21
5/3/2024,2491.17
5/4/2024,2492.17
5/5/2024,2493.17
5/6/2024,2542.11
5/7/2024,2527.18
5/8/2024,2476.94
5/9/2024,2499.11
5/10/2024,2419.88
5/11/2024,2420.88
5/12/2024,2421.88
5/13/2024,2468.96
5/14/2024,2410.25
5/15/2024,2557.9
5/16/2024,2538.73
5/17/2024,2644.21
5/18/2024,2645.21
5/19/2024,2646.21
5/20/2024,2849.54
5/21/2024,2902.04
5/22/2024,2915.08
5/23/2024,2863.15
5/24/2024,2881.7
5/25/2024,2882.7
5/26/2024,2883.7
5/27/2024,2884.7
5/28/2024,2909.88
5/29/2024,2861.36
5/30/2024,2880.26
5/31/2024,2860.02
6/1/2024,2861.02
6/2/2024,2862.02
6/3/2024,2875.84
6/4/2024,2919.25
6/5/2024,2969.56
6/6/2024,2917.07
6/7/2024,2826.86
6/8/2024,2827.86
6/9/2024,2828.86
6/10/2024,2815.28
6/11/2024,2689.4
6/12/2024,2724.59
6/13/2024,2677.24
6/14/2024,2601.72
6/15/2024,2602.72
6/16/2024,2603.72
6/17/2024,2671.14
6/18/2024,2529.56
6/19/2024,2530.56
6/20/2024,2594.67
6/21/2024,2576.25
6/22/2024,2577.25
6/23/2024,2578.25
6/24/2024,2403.14
6/25/2024,2526.83
6/26/2024,2499.62
6/27/2024,2557.98
6/28/2024,2494.79
6/29/2024,2495.79
6/30/2024,2496.79
